id,make,model,year,engine,horsepower,torque,acceleration,price,url
630,Audi,RS7,2021,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
631,Bentley,Continental GT,2021,6,626,664,3.6,"201,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
632,Bugatti,Chiron,2021,8,1500,1180,2.5,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
633,Chevrolet,Camaro ZL1,2022,6.2,650,650,3.5,"67,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
634,Dodge,Challenger Hellcat,2021,6.2,717,656,3.5,"64,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
635,Ferrari,812 Superfast,2021,6.5,789,530,2.8,"340,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/2019_Ferrari_812_Superfast_S-A_6.5.jpg/640px-2019_Ferrari_812_Superfast_S-A_6.5.jpg
636,Lamborghini,Aventador SVJ,2021,6.5,770,531,2.8,"517,770",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
637,McLaren,600LT Spider,2021,3.8,592,457,2.8,"256,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
638,Mercedes-AMG,GT Black Series,2021,4,720,590,3.1,"325,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Festival_automobile_international_2015_-_Mercedes_AMG_GT_-_003.jpg/640px-Festival_automobile_international_2015_-_Mercedes_AMG_GT_-_003.jpg
639,Nissan,400Z,2023,3,400,350,4,"40,000",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Nissan_FAIRLADY_Z_%28Z34%29_Version_ST%2C_2022%2C_left-front.jpg/640px-Nissan_FAIRLADY_Z_%28Z34%29_Version_ST%2C_2022%2C_left-front.jpg
640,Porsche,Cayman GT4,2021,4,414,309,4.2,"101,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
641,Rimac,Nevera,2021,Electric,1914,1696,1.9,"2,400,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rimac_Nevera.jpg/640px-Rimac_Nevera.jpg
642,Rolls-Royce,Wraith,2021,6.8,624,605,4.4,"330,000",/placeholder-car.jpg
643,Tesla,Model S Plaid,2021,Electric,1020,N/A,1.9,"139,990",/placeholder-car.jpg
644,Toyota,Supra,2021,3,382,368,3.9,"43,000",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/2023_Toyota_Supra_%282%29.jpg/640px-2023_Toyota_Supra_%282%29.jpg
645,Porsche,718 Boxster,2021,2,300,280,4.9,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
646,Porsche,718 Boxster,2022,2,300,280,4.9,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
647,Lamborghini,Aventador S,2021,6.5,730,509,2.9,"417,826",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
648,Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
649,Audi,RS 7,2022,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
650,McLaren,Artura,2021,3,671,531,3,"225,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/2021_McLaren_Artura_%281%29.jpg/640px-2021_McLaren_Artura_%281%29.jpg
651,BMW,M2,2022,3,405,406,4.1,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
652,Mercedes-Benz,SLS AMG,2015,6.2,583,479,3.6,"221,580",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
653,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"64,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
654,Ford,GT,2022,3.5,647,550,3,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
655,Nissan,370Z Nismo,2021,3.7,350,276,4.8,"45,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
656,Dodge,Charger Hellcat,2021,6.2,707,650,3.6,"69,995",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Dodge_Charger_%2821572136732%29.jpg/640px-1969_Dodge_Charger_%2821572136732%29.jpg
657,Aston Martin,DBS Superleggera,2021,5.2,715,663,3.2,"305,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
658,Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"75,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alfa_Romeo_Giulia_Super_%28cropped%29.jpg/640px-Alfa_Romeo_Giulia_Super_%28cropped%29.jpg
659,Audi,TT RS,2021,2.5,394,354,3.6,"68,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
660,Bentley,Continental GT,2021,6,626,664,3.6,"203,825",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
661,BMW,M5,2022,4.4,600,553,3.2,"103,500",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg/640px-BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg
662,Chevrolet,Corvette Stingray,2021,6.2,495,470,2.9,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/2021_Chevrolet_Corvette_C8.jpg/640px-2021_Chevrolet_Corvette_C8.jpg
663,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"63,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
664,Ford,Mustang GT,2022,5,460,420,4,"45,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
665,Porsche,Cayman,2022,2,300,280,4.9,"59,900",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
666,Lamborghini,Aventador,2021,6.5,770,531,2.8,"417,826",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
667,Ferrari,Roma,2022,3.9,612,560,3.3,"222,630",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg/640px-2021_Ferrari_Roma_in_Rosso_Fiorano%2C_front_right.jpg
668,Audi,RS7,2022,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
669,McLaren,570S,2021,3.8,562,443,2.7,"204,995",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
670,BMW,M4,2022,3,473,406,4.1,"71,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
671,Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.5,"243,600",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
672,Chevrolet,Camaro SS,2021,6.2,455,455,4,"42,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
673,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
674,Nissan,370Z Nismo,2021,3.7,350,276,5,"47,190",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
675,Porsche,Panamera,2022,2.9,325,331,5.4,"88,550",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
676,Lamborghini,Urus,2021,4,641,627,3.2,"218,000",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
677,Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
678,Audi,RS6,2022,4,591,590,3.5,"113,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2021_Audi_RS6_Avant_in_Nardo_Gray%2C_front_right.jpg/640px-2021_Audi_RS6_Avant_in_Nardo_Gray%2C_front_right.jpg
679,McLaren,Artura,2021,3,671,531,3,"225,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/2021_McLaren_Artura_%281%29.jpg/640px-2021_McLaren_Artura_%281%29.jpg
680,BMW,M2,2022,3,405,406,4,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
681,Mercedes-Benz,GT 63,2021,4,577,590,3.3,"161,200",/placeholder-car.jpg
682,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
683,Aston Martin,DBS Superleggera,2021,5.2,715,663,3.2,"310,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
684,Bugatti,Chiron,2022,8,1500,1180,2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
685,Koenigsegg,Jesko,2021,5,1280,1106,2.5,"2,800,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg/640px-GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0833%29.jpg
686,Pagani,Huayra,2021,6,764,737,3,"2,600,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg/640px-Pagani%2C_GIMS_2019%2C_Le_Grand-Saconnex_%28GIMS0023%29.jpg
687,Rimac,C_Two,2022,N/A,1914,1696,1.85,"2,400,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rimac_Nevera.jpg/640px-Rimac_Nevera.jpg
688,McLaren,Senna,2021,4,789,590,2.7,"1,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/McLaren_Senna_IMG_3279.jpg/640px-McLaren_Senna_IMG_3279.jpg
689,Porsche,918 Spyder,2015,4.6,887,944,2.2,"1,800,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Porsche_918_Spyder_IAA_2013.jpg/640px-Porsche_918_Spyder_IAA_2013.jpg
690,Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
691,Lamborghini,Aventador SVJ,2020,6.5,759,531,2.8,"517,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
692,Audi,RS 6 Avant,2021,4,591,590,3.5,"110,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
693,Bentley,Continental GT Speed,2022,6,650,664,3.5,"300,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
694,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"68,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
695,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"65,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
696,Ford,GT,2021,3.5,660,550,2.9,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
697,Lexus,LC 500,2022,5,471,398,4.4,"92,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
698,Lotus,Evija,2022,N/A,1972,1254,2.5,"2,700,000",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/2020_Lotus_Evija.jpg/640px-2020_Lotus_Evija.jpg
699,Mercedes-AMG,GT Black Series,2021,4,720,590,3.1,"330,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Festival_automobile_international_2015_-_Mercedes_AMG_GT_-_003.jpg/640px-Festival_automobile_international_2015_-_Mercedes_AMG_GT_-_003.jpg
700,Aston Martin,DB11,2021,4,503,513,3.9,"205,000",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
701,Bentley,Continental GT,2022,4,542,568,3.9,"229,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
702,Jaguar,F-Type,2022,2,296,295,5.4,"62,750",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
703,Lotus,Evora GT,2021,3.5,416,317,3.8,"100,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
704,Maserati,GranTurismo,2021,4.7,454,384,4.7,"135,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
705,Porsche,Boxster,2022,2,300,280,4.9,"63,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
706,Alfa Romeo,4C,2020,1.8,237,258,4.2,"67,150",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Festival_automobile_international_2014_-_Alfa_Romeo_4C_-_009.jpg/640px-Festival_automobile_international_2014_-_Alfa_Romeo_4C_-_009.jpg
707,Chevrolet,Camaro,2022,6.2,455,455,4,"62,195",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
708,Dodge,Challenger,2022,3.6,305,268,6.4,"28,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
709,Ford,GT,2022,3.5,660,550,2.9,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
710,Audi,RS7,2022,4,591,590,3.5,"115,045",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
711,BMW,M4,2022,3,473,406,4.1,"71,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
712,Lamborghini,Aventador,2021,6.5,729,507,2.9,"393,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
713,Mercedes-Benz,AMG C 63,2021,4,469,479,3.8,"69,900",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
714,Nissan,370Z,2021,3.7,350,276,5.3,"30,090",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
715,Porsche,Cayman,2022,2,300,280,4.9,"68,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
716,BMW,i8,2022,1.5,369,184,4.2,"147,500",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/2016_BMW_i8.jpg/640px-2016_BMW_i8.jpg
717,Chevrolet,Corvette Stingray,2021,6.2,495,470,2.9,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/2021_Chevrolet_Corvette_C8.jpg/640px-2021_Chevrolet_Corvette_C8.jpg
718,Porsche,Taycan Turbo S,2022,Electric,750,774,2.6,"185,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
719,Lamborghini,Aventador S,2021,6.5,729,507,2.9,"417,650",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
720,Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
721,Audi,RS7,2022,4,591,590,3.5,"115,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
722,McLaren,GT,2022,4,620,465,3.1,"208,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
723,BMW,M5,2022,4.4,600,553,3.2,"103,500",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg/640px-BMW%2C_Techno_Classica_2018%2C_Essen_%28IMG_8995%29.jpg
724,Mercedes-Benz,SLS AMG,2021,4,730,590,2.9,"250,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
725,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
726,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
727,Nissan,370Z Nismo,2021,3.7,350,276,5,"46,100",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
728,Porsche,Panamera Turbo S,2022,4,630,604,3.1,"180,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
729,Lamborghini,Urus,2021,4,641,627,3.2,"218,000",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
730,Ferrari,Portofino,2022,3.9,591,561,3.4,"250,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ferrari_Portofino_M_IMG_4351.jpg/640px-Ferrari_Portofino_M_IMG_4351.jpg
731,Audi,TT RS,2022,2.5,394,354,3.6,"70,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
732,McLaren,570S,2021,3.8,562,443,3.1,"200,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
733,BMW,i8,2022,Hybrid,369,184,4.2,"148,500",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/2016_BMW_i8.jpg/640px-2016_BMW_i8.jpg
734,Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
735,Lamborghini,Aventador,2021,6.5,770,531,2.8,"417,826",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
